FID,Name,X,Y,Depth,Cls,DEM,WaterSys_Dis,Slope,Plan_Cur,Prof_Cur,Comp_Cur,Aspect,Faults_Dis,Eq_Dis
335,H13,12161220.000000000000000,4434999.345999999903142,335,6,1508.189941,4844.569824,9.6047401,-0.157801,0.178641,-0.336442,176.1569977,35529.30078,26854.40039
336,H13,12161220.000000000000000,4434999.345999999903142,336,6,1508.189941,4844.569824,9.6047401,-0.157801,0.178641,-0.336442,176.1569977,35529.30078,26854.40039
337,H13,12161220.000000000000000,4434999.345999999903142,337,6,1508.189941,4844.569824,9.6047401,-0.157801,0.178641,-0.336442,176.1569977,35529.30078,26854.40039
338,H13,12161220.000000000000000,4434999.345999999903142,338,6,1508.189941,4844.569824,9.6047401,-0.157801,0.178641,-0.336442,176.1569977,35529.30078,26854.40039
339,H13,12161220.000000000000000,4434999.345999999903142,339,6,1508.189941,4844.569824,9.6047401,-0.157801,0.178641,-0.336442,176.1569977,35529.30078,26854.40039
340,H13,12161220.000000000000000,4434999.345999999903142,340,6,1508.189941,4844.569824,9.6047401,-0.157801,0.178641,-0.336442,176.1569977,35529.30078,26854.40039
341,H13,12161220.000000000000000,4434999.345999999903142,341,6,1508.189941,4844.569824,9.6047401,-0.157801,0.178641,-0.336442,176.1569977,35529.30078,26854.40039
342,H13,12161220.000000000000000,4434999.345999999903142,342,6,1508.189941,4844.569824,9.6047401,-0.157801,0.178641,-0.336442,176.1569977,35529.30078,26854.40039
343,H13,12161220.000000000000000,4434999.345999999903142,343,6,1508.189941,4844.569824,9.6047401,-0.157801,0.178641,-0.336442,176.1569977,35529.30078,26854.40039
344,H13,12161220.000000000000000,4434999.345999999903142,344,6,1508.189941,4844.569824,9.6047401,-0.157801,0.178641,-0.336442,176.1569977,35529.30078,26854.40039
345,H13,12161220.000000000000000,4434999.345999999903142,345,6,1508.189941,4844.569824,9.6047401,-0.157801,0.178641,-0.336442,176.1569977,35529.30078,26854.40039
346,H13,12161220.000000000000000,4434999.345999999903142,346,6,1508.189941,4844.569824,9.6047401,-0.157801,0.178641,-0.336442,176.1569977,35529.30078,26854.40039
347,H13,12161220.000000000000000,4434999.345999999903142,347,6,1508.189941,4844.569824,9.6047401,-0.157801,0.178641,-0.336442,176.1569977,35529.30078,26854.40039
348,H13,12161220.000000000000000,4434999.345999999903142,348,6,1508.189941,4844.569824,9.6047401,-0.157801,0.178641,-0.336442,176.1569977,35529.30078,26854.40039
349,H13,12161220.000000000000000,4434999.345999999903142,349,6,1508.189941,4844.569824,9.6047401,-0.157801,0.178641,-0.336442,176.1569977,35529.30078,26854.40039
350,H13,12161220.000000000000000,4434999.345999999903142,350,6,1508.189941,4844.569824,9.6047401,-0.157801,0.178641,-0.336442,176.1569977,35529.30078,26854.40039
351,H13,12161220.000000000000000,4434999.345999999903142,351,6,1508.189941,4844.569824,9.6047401,-0.157801,0.178641,-0.336442,176.1569977,35529.30078,26854.40039
352,H13,12161220.000000000000000,4434999.345999999903142,352,6,1508.189941,4844.569824,9.6047401,-0.157801,0.178641,-0.336442,176.1569977,35529.30078,26854.40039
353,H13,12161220.000000000000000,4434999.345999999903142,353,6,1508.189941,4844.569824,9.6047401,-0.157801,0.178641,-0.336442,176.1569977,35529.30078,26854.40039
354,H13,12161220.000000000000000,4434999.345999999903142,354,6,1508.189941,4844.569824,9.6047401,-0.157801,0.178641,-0.336442,176.1569977,35529.30078,26854.40039
355,H13,12161220.000000000000000,4434999.345999999903142,355,6,1508.189941,4844.569824,9.6047401,-0.157801,0.178641,-0.336442,176.1569977,35529.30078,26854.40039
356,H13,12161220.000000000000000,4434999.345999999903142,356,6,1508.189941,4844.569824,9.6047401,-0.157801,0.178641,-0.336442,176.1569977,35529.30078,26854.40039
357,H13,12161220.000000000000000,4434999.345999999903142,357,6,1508.189941,4844.569824,9.6047401,-0.157801,0.178641,-0.336442,176.1569977,35529.30078,26854.40039
358,H13,12161220.000000000000000,4434999.345999999903142,358,6,1508.189941,4844.569824,9.6047401,-0.157801,0.178641,-0.336442,176.1569977,35529.30078,26854.40039
359,H13,12161220.000000000000000,4434999.345999999903142,359,6,1508.189941,4844.569824,9.6047401,-0.157801,0.178641,-0.336442,176.1569977,35529.30078,26854.40039
360,H13,12161220.000000000000000,4434999.345999999903142,360,6,1508.189941,4844.569824,9.6047401,-0.157801,0.178641,-0.336442,176.1569977,35529.30078,26854.40039
361,H13,12161220.000000000000000,4434999.345999999903142,361,6,1508.189941,4844.569824,9.6047401,-0.157801,0.178641,-0.336442,176.1569977,35529.30078,26854.40039
362,H13,12161220.000000000000000,4434999.345999999903142,362,6,1508.189941,4844.569824,9.6047401,-0.157801,0.178641,-0.336442,176.1569977,35529.30078,26854.40039
363,H13,12161220.000000000000000,4434999.345999999903142,363,6,1508.189941,4844.569824,9.6047401,-0.157801,0.178641,-0.336442,176.1569977,35529.30078,26854.40039
364,H13,12161220.000000000000000,4434999.345999999903142,364,6,1508.189941,4844.569824,9.6047401,-0.157801,0.178641,-0.336442,176.1569977,35529.30078,26854.40039
365,H13,12161220.000000000000000,4434999.345999999903142,365,6,1508.189941,4844.569824,9.6047401,-0.157801,0.178641,-0.336442,176.1569977,35529.30078,26854.40039
366,H13,12161220.000000000000000,4434999.345999999903142,366,6,1508.189941,4844.569824,9.6047401,-0.157801,0.178641,-0.336442,176.1569977,35529.30078,26854.40039
367,H13,12161220.000000000000000,4434999.345999999903142,367,6,1508.189941,4844.569824,9.6047401,-0.157801,0.178641,-0.336442,176.1569977,35529.30078,26854.40039
368,H13,12161220.000000000000000,4434999.345999999903142,368,6,1508.189941,4844.569824,9.6047401,-0.157801,0.178641,-0.336442,176.1569977,35529.30078,26854.40039
369,H13,12161220.000000000000000,4434999.345999999903142,369,6,1508.189941,4844.569824,9.6047401,-0.157801,0.178641,-0.336442,176.1569977,35529.30078,26854.40039
370,H13,12161220.000000000000000,4434999.345999999903142,370,6,1508.189941,4844.569824,9.6047401,-0.157801,0.178641,-0.336442,176.1569977,35529.30078,26854.40039
371,H13,12161220.000000000000000,4434999.345999999903142,371,6,1508.189941,4844.569824,9.6047401,-0.157801,0.178641,-0.336442,176.1569977,35529.30078,26854.40039
372,H13,12161220.000000000000000,4434999.345999999903142,372,6,1508.189941,4844.569824,9.6047401,-0.157801,0.178641,-0.336442,176.1569977,35529.30078,26854.40039
373,H13,12161220.000000000000000,4434999.345999999903142,373,6,1508.189941,4844.569824,9.6047401,-0.157801,0.178641,-0.336442,176.1569977,35529.30078,26854.40039
374,H13,12161220.000000000000000,4434999.345999999903142,374,6,1508.189941,4844.569824,9.6047401,-0.157801,0.178641,-0.336442,176.1569977,35529.30078,26854.40039
375,H13,12161220.000000000000000,4434999.345999999903142,375,6,1508.189941,4844.569824,9.6047401,-0.157801,0.178641,-0.336442,176.1569977,35529.30078,26854.40039
376,H13,12161220.000000000000000,4434999.345999999903142,376,6,1508.189941,4844.569824,9.6047401,-0.157801,0.178641,-0.336442,176.1569977,35529.30078,26854.40039
377,H13,12161220.000000000000000,4434999.345999999903142,377,6,1508.189941,4844.569824,9.6047401,-0.157801,0.178641,-0.336442,176.1569977,35529.30078,26854.40039
378,H13,12161220.000000000000000,4434999.345999999903142,378,6,1508.189941,4844.569824,9.6047401,-0.157801,0.178641,-0.336442,176.1569977,35529.30078,26854.40039
379,H13,12161220.000000000000000,4434999.345999999903142,379,6,1508.189941,4844.569824,9.6047401,-0.157801,0.178641,-0.336442,176.1569977,35529.30078,26854.40039
380,H13,12161220.000000000000000,4434999.345999999903142,380,6,1508.189941,4844.569824,9.6047401,-0.157801,0.178641,-0.336442,176.1569977,35529.30078,26854.40039
381,H13,12161220.000000000000000,4434999.345999999903142,381,6,1508.189941,4844.569824,9.6047401,-0.157801,0.178641,-0.336442,176.1569977,35529.30078,26854.40039
382,H13,12161220.000000000000000,4434999.345999999903142,382,6,1508.189941,4844.569824,9.6047401,-0.157801,0.178641,-0.336442,176.1569977,35529.30078,26854.40039
383,H13,12161220.000000000000000,4434999.345999999903142,383,6,1508.189941,4844.569824,9.6047401,-0.157801,0.178641,-0.336442,176.1569977,35529.30078,26854.40039
384,H13,12161220.000000000000000,4434999.345999999903142,384,6,1508.189941,4844.569824,9.6047401,-0.157801,0.178641,-0.336442,176.1569977,35529.30078,26854.40039
385,H13,12161220.000000000000000,4434999.345999999903142,385,6,1508.189941,4844.569824,9.6047401,-0.157801,0.178641,-0.336442,176.1569977,35529.30078,26854.40039
386,H13,12161220.000000000000000,4434999.345999999903142,386,6,1508.189941,4844.569824,9.6047401,-0.157801,0.178641,-0.336442,176.1569977,35529.30078,26854.40039
387,H13,12161220.000000000000000,4434999.345999999903142,387,6,1508.189941,4844.569824,9.6047401,-0.157801,0.178641,-0.336442,176.1569977,35529.30078,26854.40039
388,H13,12161220.000000000000000,4434999.345999999903142,388,6,1508.189941,4844.569824,9.6047401,-0.157801,0.178641,-0.336442,176.1569977,35529.30078,26854.40039
389,H13,12161220.000000000000000,4434999.345999999903142,389,6,1508.189941,4844.569824,9.6047401,-0.157801,0.178641,-0.336442,176.1569977,35529.30078,26854.40039
390,H13,12161220.000000000000000,4434999.345999999903142,390,6,1508.189941,4844.569824,9.6047401,-0.157801,0.178641,-0.336442,176.1569977,35529.30078,26854.40039
391,H13,12161220.000000000000000,4434999.345999999903142,391,6,1508.189941,4844.569824,9.6047401,-0.157801,0.178641,-0.336442,176.1569977,35529.30078,26854.40039
392,H13,12161220.000000000000000,4434999.345999999903142,392,6,1508.189941,4844.569824,9.6047401,-0.157801,0.178641,-0.336442,176.1569977,35529.30078,26854.40039
393,H13,12161220.000000000000000,4434999.345999999903142,393,6,1508.189941,4844.569824,9.6047401,-0.157801,0.178641,-0.336442,176.1569977,35529.30078,26854.40039
394,H13,12161220.000000000000000,4434999.345999999903142,394,6,1508.189941,4844.569824,9.6047401,-0.157801,0.178641,-0.336442,176.1569977,35529.30078,26854.40039
395,H13,12161220.000000000000000,4434999.345999999903142,395,6,1508.189941,4844.569824,9.6047401,-0.157801,0.178641,-0.336442,176.1569977,35529.30078,26854.40039
396,H13,12161220.000000000000000,4434999.345999999903142,396,6,1508.189941,4844.569824,9.6047401,-0.157801,0.178641,-0.336442,176.1569977,35529.30078,26854.40039
397,H13,12161220.000000000000000,4434999.345999999903142,397,6,1508.189941,4844.569824,9.6047401,-0.157801,0.178641,-0.336442,176.1569977,35529.30078,26854.40039
398,H13,12161220.000000000000000,4434999.345999999903142,398,6,1508.189941,4844.569824,9.6047401,-0.157801,0.178641,-0.336442,176.1569977,35529.30078,26854.40039
399,H13,12161220.000000000000000,4434999.345999999903142,399,6,1508.189941,4844.569824,9.6047401,-0.157801,0.178641,-0.336442,176.1569977,35529.30078,26854.40039
400,H13,12161220.000000000000000,4434999.345999999903142,400,6,1508.189941,4844.569824,9.6047401,-0.157801,0.178641,-0.336442,176.1569977,35529.30078,26854.40039
401,H13,12161220.000000000000000,4434999.345999999903142,401,6,1508.189941,4844.569824,9.6047401,-0.157801,0.178641,-0.336442,176.1569977,35529.30078,26854.40039
402,H13,12161220.000000000000000,4434999.345999999903142,402,6,1508.189941,4844.569824,9.6047401,-0.157801,0.178641,-0.336442,176.1569977,35529.30078,26854.40039
403,H13,12161220.000000000000000,4434999.345999999903142,403,6,1508.189941,4844.569824,9.6047401,-0.157801,0.178641,-0.336442,176.1569977,35529.30078,26854.40039
404,H13,12161220.000000000000000,4434999.345999999903142,404,6,1508.189941,4844.569824,9.6047401,-0.157801,0.178641,-0.336442,176.1569977,35529.30078,26854.40039
405,H13,12161220.000000000000000,4434999.345999999903142,405,6,1508.189941,4844.569824,9.6047401,-0.157801,0.178641,-0.336442,176.1569977,35529.30078,26854.40039
406,H13,12161220.000000000000000,4434999.345999999903142,406,6,1508.189941,4844.569824,9.6047401,-0.157801,0.178641,-0.336442,176.1569977,35529.30078,26854.40039
407,H13,12161220.000000000000000,4434999.345999999903142,407,6,1508.189941,4844.569824,9.6047401,-0.157801,0.178641,-0.336442,176.1569977,35529.30078,26854.40039
408,H13,12161220.000000000000000,4434999.345999999903142,408,6,1508.189941,4844.569824,9.6047401,-0.157801,0.178641,-0.336442,176.1569977,35529.30078,26854.40039
409,H13,12161220.000000000000000,4434999.345999999903142,409,6,1508.189941,4844.569824,9.6047401,-0.157801,0.178641,-0.336442,176.1569977,35529.30078,26854.40039
410,H13,12161220.000000000000000,4434999.345999999903142,410,6,1508.189941,4844.569824,9.6047401,-0.157801,0.178641,-0.336442,176.1569977,35529.30078,26854.40039
411,H13,12161220.000000000000000,4434999.345999999903142,411,6,1508.189941,4844.569824,9.6047401,-0.157801,0.178641,-0.336442,176.1569977,35529.30078,26854.40039
412,H13,12161220.000000000000000,4434999.345999999903142,412,6,1508.189941,4844.569824,9.6047401,-0.157801,0.178641,-0.336442,176.1569977,35529.30078,26854.40039
413,H13,12161220.000000000000000,4434999.345999999903142,413,6,1508.189941,4844.569824,9.6047401,-0.157801,0.178641,-0.336442,176.1569977,35529.30078,26854.40039
414,H13,12161220.000000000000000,4434999.345999999903142,414,6,1508.189941,4844.569824,9.6047401,-0.157801,0.178641,-0.336442,176.1569977,35529.30078,26854.40039
415,H13,12161220.000000000000000,4434999.345999999903142,415,6,1508.189941,4844.569824,9.6047401,-0.157801,0.178641,-0.336442,176.1569977,35529.30078,26854.40039
416,H13,12161220.000000000000000,4434999.345999999903142,416,3,1508.189941,4844.569824,9.6047401,-0.157801,0.178641,-0.336442,176.1569977,35529.30078,26854.40039
417,H13,12161220.000000000000000,4434999.345999999903142,417,3,1508.189941,4844.569824,9.6047401,-0.157801,0.178641,-0.336442,176.1569977,35529.30078,26854.40039
418,H13,12161220.000000000000000,4434999.345999999903142,418,3,1508.189941,4844.569824,9.6047401,-0.157801,0.178641,-0.336442,176.1569977,35529.30078,26854.40039
419,H13,12161220.000000000000000,4434999.345999999903142,419,3,1508.189941,4844.569824,9.6047401,-0.157801,0.178641,-0.336442,176.1569977,35529.30078,26854.40039
420,H13,12161220.000000000000000,4434999.345999999903142,420,3,1508.189941,4844.569824,9.6047401,-0.157801,0.178641,-0.336442,176.1569977,35529.30078,26854.40039
421,H13,12161220.000000000000000,4434999.345999999903142,421,3,1508.189941,4844.569824,9.6047401,-0.157801,0.178641,-0.336442,176.1569977,35529.30078,26854.40039
422,H13,12161220.000000000000000,4434999.345999999903142,422,3,1508.189941,4844.569824,9.6047401,-0.157801,0.178641,-0.336442,176.1569977,35529.30078,26854.40039
423,H13,12161220.000000000000000,4434999.345999999903142,423,3,1508.189941,4844.569824,9.6047401,-0.157801,0.178641,-0.336442,176.1569977,35529.30078,26854.40039
424,H13,12161220.000000000000000,4434999.345999999903142,424,3,1508.189941,4844.569824,9.6047401,-0.157801,0.178641,-0.336442,176.1569977,35529.30078,26854.40039
425,H13,12161220.000000000000000,4434999.345999999903142,425,3,1508.189941,4844.569824,9.6047401,-0.157801,0.178641,-0.336442,176.1569977,35529.30078,26854.40039
426,H13,12161220.000000000000000,4434999.345999999903142,427,3,1508.189941,4844.569824,9.6047401,-0.157801,0.178641,-0.336442,176.1569977,35529.30078,26854.40039
427,H13,12161220.000000000000000,4434999.345999999903142,428,3,1508.189941,4844.569824,9.6047401,-0.157801,0.178641,-0.336442,176.1569977,35529.30078,26854.40039
428,H13,12161220.000000000000000,4434999.345999999903142,429,3,1508.189941,4844.569824,9.6047401,-0.157801,0.178641,-0.336442,176.1569977,35529.30078,26854.40039
429,H13,12161220.000000000000000,4434999.345999999903142,430,3,1508.189941,4844.569824,9.6047401,-0.157801,0.178641,-0.336442,176.1569977,35529.30078,26854.40039
430,H13,12161220.000000000000000,4434999.345999999903142,431,3,1508.189941,4844.569824,9.6047401,-0.157801,0.178641,-0.336442,176.1569977,35529.30078,26854.40039
431,H13,12161220.000000000000000,4434999.345999999903142,432,3,1508.189941,4844.569824,9.6047401,-0.157801,0.178641,-0.336442,176.1569977,35529.30078,26854.40039
432,H13,12161220.000000000000000,4434999.345999999903142,433,3,1508.189941,4844.569824,9.6047401,-0.157801,0.178641,-0.336442,176.1569977,35529.30078,26854.40039
433,H13,12161220.000000000000000,4434999.345999999903142,434,3,1508.189941,4844.569824,9.6047401,-0.157801,0.178641,-0.336442,176.1569977,35529.30078,26854.40039
434,H13,12161220.000000000000000,4434999.345999999903142,435,3,1508.189941,4844.569824,9.6047401,-0.157801,0.178641,-0.336442,176.1569977,35529.30078,26854.40039
435,H13,12161220.000000000000000,4434999.345999999903142,436,3,1508.189941,4844.569824,9.6047401,-0.157801,0.178641,-0.336442,176.1569977,35529.30078,26854.40039
436,H13,12161220.000000000000000,4434999.345999999903142,439,3,1508.189941,4844.569824,9.6047401,-0.157801,0.178641,-0.336442,176.1569977,35529.30078,26854.40039
437,H13,12161220.000000000000000,4434999.345999999903142,440,3,1508.189941,4844.569824,9.6047401,-0.157801,0.178641,-0.336442,176.1569977,35529.30078,26854.40039
438,H13,12161220.000000000000000,4434999.345999999903142,441,3,1508.189941,4844.569824,9.6047401,-0.157801,0.178641,-0.336442,176.1569977,35529.30078,26854.40039
439,H13,12161220.000000000000000,4434999.345999999903142,442,3,1508.189941,4844.569824,9.6047401,-0.157801,0.178641,-0.336442,176.1569977,35529.30078,26854.40039
440,H13,12161220.000000000000000,4434999.345999999903142,443,3,1508.189941,4844.569824,9.6047401,-0.157801,0.178641,-0.336442,176.1569977,35529.30078,26854.40039
441,H13,12161220.000000000000000,4434999.345999999903142,444,3,1508.189941,4844.569824,9.6047401,-0.157801,0.178641,-0.336442,176.1569977,35529.30078,26854.40039
442,H13,12161220.000000000000000,4434999.345999999903142,445,3,1508.189941,4844.569824,9.6047401,-0.157801,0.178641,-0.336442,176.1569977,35529.30078,26854.40039
443,H13,12161220.000000000000000,4434999.345999999903142,446,3,1508.189941,4844.569824,9.6047401,-0.157801,0.178641,-0.336442,176.1569977,35529.30078,26854.40039
444,H13,12161220.000000000000000,4434999.345999999903142,447,3,1508.189941,4844.569824,9.6047401,-0.157801,0.178641,-0.336442,176.1569977,35529.30078,26854.40039
445,H13,12161220.000000000000000,4434999.345999999903142,448,3,1508.189941,4844.569824,9.6047401,-0.157801,0.178641,-0.336442,176.1569977,35529.30078,26854.40039
446,H13,12161220.000000000000000,4434999.345999999903142,449,3,1508.189941,4844.569824,9.6047401,-0.157801,0.178641,-0.336442,176.1569977,35529.30078,26854.40039
447,H13,12161220.000000000000000,4434999.345999999903142,450,3,1508.189941,4844.569824,9.6047401,-0.157801,0.178641,-0.336442,176.1569977,35529.30078,26854.40039
448,H14,12162492.550000000745058,4434777.876000000163913,0,0,1509.819946,3553.620117,2.50105,0.0551055,0.087448,-0.0323425,210.2089996,35459.19922,27033.30078
449,H14,12162492.550000000745058,4434777.876000000163913,1,5,1509.819946,3553.620117,2.50105,0.0551055,0.087448,-0.0323425,210.2089996,35459.19922,27033.30078
450,H14,12162492.550000000745058,4434777.876000000163913,2,5,1509.819946,3553.620117,2.50105,0.0551055,0.087448,-0.0323425,210.2089996,35459.19922,27033.30078
451,H14,12162492.550000000745058,4434777.876000000163913,3,5,1509.819946,3553.620117,2.50105,0.0551055,0.087448,-0.0323425,210.2089996,35459.19922,27033.30078
452,H14,12162492.550000000745058,4434777.876000000163913,4,5,1509.819946,3553.620117,2.50105,0.0551055,0.087448,-0.0323425,210.2089996,35459.19922,27033.30078
453,H14,12162492.550000000745058,4434777.876000000163913,5,5,1509.819946,3553.620117,2.50105,0.0551055,0.087448,-0.0323425,210.2089996,35459.19922,27033.30078
454,H14,12162492.550000000745058,4434777.876000000163913,6,5,1509.819946,3553.620117,2.50105,0.0551055,0.087448,-0.0323425,210.2089996,35459.19922,27033.30078
455,H14,12162492.550000000745058,4434777.876000000163913,7,5,1509.819946,3553.620117,2.50105,0.0551055,0.087448,-0.0323425,210.2089996,35459.19922,27033.30078
456,H14,12162492.550000000745058,4434777.876000000163913,8,5,1509.819946,3553.620117,2.50105,0.0551055,0.087448,-0.0323425,210.2089996,35459.19922,27033.30078
457,H14,12162492.550000000745058,4434777.876000000163913,9,5,1509.819946,3553.620117,2.50105,0.0551055,0.087448,-0.0323425,210.2089996,35459.19922,27033.30078
458,H14,12162492.550000000745058,4434777.876000000163913,10,5,1509.819946,3553.620117,2.50105,0.0551055,0.087448,-0.0323425,210.2089996,35459.19922,27033.30078
459,H14,12162492.550000000745058,4434777.876000000163913,11,5,1509.819946,3553.620117,2.50105,0.0551055,0.087448,-0.0323425,210.2089996,35459.19922,27033.30078
460,H14,12162492.550000000745058,4434777.876000000163913,12,5,1509.819946,3553.620117,2.50105,0.0551055,0.087448,-0.0323425,210.2089996,35459.19922,27033.30078
461,H14,12162492.550000000745058,4434777.876000000163913,13,5,1509.819946,3553.620117,2.50105,0.0551055,0.087448,-0.0323425,210.2089996,35459.19922,27033.30078
462,H14,12162492.550000000745058,4434777.876000000163913,14,5,1509.819946,3553.620117,2.50105,0.0551055,0.087448,-0.0323425,210.2089996,35459.19922,27033.30078
463,H14,12162492.550000000745058,4434777.876000000163913,15,5,1509.819946,3553.620117,2.50105,0.0551055,0.087448,-0.0323425,210.2089996,35459.19922,27033.30078
464,H14,12162492.550000000745058,4434777.876000000163913,16,5,1509.819946,3553.620117,2.50105,0.0551055,0.087448,-0.0323425,210.2089996,35459.19922,27033.30078
465,H14,12162492.550000000745058,4434777.876000000163913,17,5,1509.819946,3553.620117,2.50105,0.0551055,0.087448,-0.0323425,210.2089996,35459.19922,27033.30078
466,H14,12162492.550000000745058,4434777.876000000163913,18,5,1509.819946,3553.620117,2.50105,0.0551055,0.087448,-0.0323425,210.2089996,35459.19922,27033.30078
467,H14,12162492.550000000745058,4434777.876000000163913,19,5,1509.819946,3553.620117,2.50105,0.0551055,0.087448,-0.0323425,210.2089996,35459.19922,27033.30078
468,H14,12162492.550000000745058,4434777.876000000163913,20,5,1509.819946,3553.620117,2.50105,0.0551055,0.087448,-0.0323425,210.2089996,35459.19922,27033.30078
469,H14,12162492.550000000745058,4434777.876000000163913,21,5,1509.819946,3553.620117,2.50105,0.0551055,0.087448,-0.0323425,210.2089996,35459.19922,27033.30078
470,H14,12162492.550000000745058,4434777.876000000163913,22,5,1509.819946,3553.620117,2.50105,0.0551055,0.087448,-0.0323425,210.2089996,35459.19922,27033.30078
471,H14,12162492.550000000745058,4434777.876000000163913,23,5,1509.819946,3553.620117,2.50105,0.0551055,0.087448,-0.0323425,210.2089996,35459.19922,27033.30078
472,H14,12162492.550000000745058,4434777.876000000163913,24,5,1509.819946,3553.620117,2.50105,0.0551055,0.087448,-0.0323425,210.2089996,35459.19922,27033.30078
473,H14,12162492.550000000745058,4434777.876000000163913,25,5,1509.819946,3553.620117,2.50105,0.0551055,0.087448,-0.0323425,210.2089996,35459.19922,27033.30078
474,H14,12162492.550000000745058,4434777.876000000163913,26,5,1509.819946,3553.620117,2.50105,0.0551055,0.087448,-0.0323425,210.2089996,35459.19922,27033.30078
475,H14,12162492.550000000745058,4434777.876000000163913,27,5,1509.819946,3553.620117,2.50105,0.0551055,0.087448,-0.0323425,210.2089996,35459.19922,27033.30078
476,H14,12162492.550000000745058,4434777.876000000163913,28,5,1509.819946,3553.620117,2.50105,0.0551055,0.087448,-0.0323425,210.2089996,35459.19922,27033.30078
477,H14,12162492.550000000745058,4434777.876000000163913,29,5,1509.819946,3553.620117,2.50105,0.0551055,0.087448,-0.0323425,210.2089996,35459.19922,27033.30078
478,H14,12162492.550000000745058,4434777.876000000163913,30,5,1509.819946,3553.620117,2.50105,0.0551055,0.087448,-0.0323425,210.2089996,35459.19922,27033.30078
479,H14,12162492.550000000745058,4434777.876000000163913,31,5,1509.819946,3553.620117,2.50105,0.0551055,0.087448,-0.0323425,210.2089996,35459.19922,27033.30078
480,H14,12162492.550000000745058,4434777.876000000163913,32,5,1509.819946,3553.620117,2.50105,0.0551055,0.087448,-0.0323425,210.2089996,35459.19922,27033.30078
481,H14,12162492.550000000745058,4434777.876000000163913,33,5,1509.819946,3553.620117,2.50105,0.0551055,0.087448,-0.0323425,210.2089996,35459.19922,27033.30078
482,H14,12162492.550000000745058,4434777.876000000163913,34,5,1509.819946,3553.620117,2.50105,0.0551055,0.087448,-0.0323425,210.2089996,35459.19922,27033.30078
483,H14,12162492.550000000745058,4434777.876000000163913,35,5,1509.819946,3553.620117,2.50105,0.0551055,0.087448,-0.0323425,210.2089996,35459.19922,27033.30078
484,H14,12162492.550000000745058,4434777.876000000163913,36,5,1509.819946,3553.620117,2.50105,0.0551055,0.087448,-0.0323425,210.2089996,35459.19922,27033.30078
485,H14,12162492.550000000745058,4434777.876000000163913,37,5,1509.819946,3553.620117,2.50105,0.0551055,0.087448,-0.0323425,210.2089996,35459.19922,27033.30078
486,H14,12162492.550000000745058,4434777.876000000163913,38,5,1509.819946,3553.620117,2.50105,0.0551055,0.087448,-0.0323425,210.2089996,35459.19922,27033.30078
487,H14,12162492.550000000745058,4434777.876000000163913,39,5,1509.819946,3553.620117,2.50105,0.0551055,0.087448,-0.0323425,210.2089996,35459.19922,27033.30078
488,H14,12162492.550000000745058,4434777.876000000163913,40,5,1509.819946,3553.620117,2.50105,0.0551055,0.087448,-0.0323425,210.2089996,35459.19922,27033.30078
489,H14,12162492.550000000745058,4434777.876000000163913,41,5,1509.819946,3553.620117,2.50105,0.0551055,0.087448,-0.0323425,210.2089996,35459.19922,27033.30078
490,H14,12162492.550000000745058,4434777.876000000163913,42,5,1509.819946,3553.620117,2.50105,0.0551055,0.087448,-0.0323425,210.2089996,35459.19922,27033.30078
491,H14,12162492.550000000745058,4434777.876000000163913,43,5,1509.819946,3553.620117,2.50105,0.0551055,0.087448,-0.0323425,210.2089996,35459.19922,27033.30078
492,H14,12162492.550000000745058,4434777.876000000163913,44,5,1509.819946,3553.620117,2.50105,0.0551055,0.087448,-0.0323425,210.2089996,35459.19922,27033.30078
493,H14,12162492.550000000745058,4434777.876000000163913,45,5,1509.819946,3553.620117,2.50105,0.0551055,0.087448,-0.0323425,210.2089996,35459.19922,27033.30078
494,H14,12162492.550000000745058,4434777.876000000163913,46,5,1509.819946,3553.620117,2.50105,0.0551055,0.087448,-0.0323425,210.2089996,35459.19922,27033.30078
495,H14,12162492.550000000745058,4434777.876000000163913,47,5,1509.819946,3553.620117,2.50105,0.0551055,0.087448,-0.0323425,210.2089996,35459.19922,27033.30078
496,H14,12162492.550000000745058,4434777.876000000163913,48,5,1509.819946,3553.620117,2.50105,0.0551055,0.087448,-0.0323425,210.2089996,35459.19922,27033.30078
497,H14,12162492.550000000745058,4434777.876000000163913,49,5,1509.819946,3553.620117,2.50105,0.0551055,0.087448,-0.0323425,210.2089996,35459.19922,27033.30078
498,H14,12162492.550000000745058,4434777.876000000163913,50,5,1509.819946,3553.620117,2.50105,0.0551055,0.087448,-0.0323425,210.2089996,35459.19922,27033.30078
